index,player,team,match name,rating,goals,shots off target,shots on target blocked,match short
118,James Milner,Liverpool,Liverpool - Fulham,6.8511583847741395,0,1,3,Liverpool - Fulham...
125,James Milner,Liverpool,Watford - Liverpool,4.414540282261395,1,2,2,Watford - Liverpoo...
139,James Milner,Liverpool,Liverpool - Everton,7.102489107771195,1,3,2,Liverpool - Everto...
144,James Milner,Liverpool,Burnley - Liverpool,5.736872905975738,1,2,2,Burnley - Liverpoo...
151,James Milner,Liverpool,Bournemouth - Liverpool,8.248479712987413,1,1,0,Bournemouth - Live...
168,James Milner,Liverpool,Liverpool - Man United,6.561941483475755,1,0,1,Liverpool - Man Un...
170,James Milner,Liverpool,Wolves - Liverpool,5.195476078189814,0,2,3,Wolves - Liverpool...
185,James Milner,Liverpool,Liverpool - Newcastle,4.665287369336572,2,0,0,Liverpool - Newcas...
193,James Milner,Liverpool,Liverpool - Arsenal,9.308206668295698,1,1,0,Liverpool - Arsena...
209,James Milner,Liverpool,Man City - Liverpool,6.512383023732433,0,3,2,Man City - Liverpo...
210,James Milner,Liverpool,Brighton - Liverpool,8.455800022016764,0,0,1,Brighton - Liverpo...
222,James Milner,Liverpool,Liverpool - Crystal Palace,4.493060768835952,2,1,3,Liverpool - Crysta...
237,James Milner,Liverpool,Liverpool - Leicester,4.499326055227741,0,1,2,Liverpool - Leices...
249,James Milner,Liverpool,West Ham - Liverpool,5.781710012231697,1,0,3,West Ham - Liverpo...
255,James Milner,Liverpool,Liverpool - Bournemouth,6.147422038420956,2,1,1,Liverpool - Bourne...
268,James Milner,Liverpool,Man United - Liverpool,4.901544658020612,1,2,2,Man United - Liver...
276,James Milner,Liverpool,Liverpool - Watford,6.018884914779168,2,3,0,Liverpool - Watfor...
286,James Milner,Liverpool,Everton - Liverpool,8.803974578037028,1,3,2,Everton - Liverpoo...
298,James Milner,Liverpool,Liverpool - Burnley,8.439973454224859,2,0,1,Liverpool - Burnle...
303,James Milner,Liverpool,Fulham - Liverpool,9.627371149654842,2,2,3,Fulham - Liverpool...
312,James Milner,Liverpool,Liverpool - Tottenham,7.145622070357076,0,2,0,Liverpool - Totten...
319,James Milner,Liverpool,Southampton - Liverpool,6.219972438752756,1,1,0,Southampton - Live...
333,James Milner,Liverpool,Liverpool - Chelsea,9.727403504942409,0,0,1,Liverpool - Chelse...
343,James Milner,Liverpool,Cardiff - Liverpool,9.99578557819808,0,0,2,Cardiff - Liverpoo...
350,James Milner,Liverpool,Liverpool - Huddersfield,6.241662390378361,1,2,3,Liverpool - Hudder...
363,James Milner,Liverpool,Newcastle - Liverpool,8.49130849369268,1,0,3,Newcastle - Liverp...
375,James Milner,Liverpool,Liverpool - Wolves,7.077630339139375,0,0,2,Liverpool - Wolves...
9,James Tarkowski,Burnley,Southampton - Burnley,4.753114732835011,1,0,3,Southampton - Burn...
17,James Tarkowski,Burnley,Burnley - Watford,6.947947396320414,2,2,0,Burnley - Watford
26,James Tarkowski,Burnley,Fulham - Burnley,5.57468514980817,1,2,1,Fulham - Burnley
37,James Tarkowski,Burnley,Burnley - Man United,5.334196287073165,0,3,1,Burnley - Man Unit...
48,James Tarkowski,Burnley,Wolves - Burnley,5.53798064545583,1,2,3,Wolves - Burnley
51,James Tarkowski,Burnley,Burnley - Bournemouth,4.646914619581068,0,0,0,Burnley - Bournemo...
68,James Tarkowski,Burnley,Cardiff - Burnley,8.12882203742242,2,3,1,Cardiff - Burnley
71,James Tarkowski,Burnley,Burnley - Huddersfield,4.344259259632889,0,0,1,Burnley - Huddersf...
84,James Tarkowski,Burnley,Man City - Burnley,6.503111700036642,2,0,2,Man City - Burnley...
96,James Tarkowski,Burnley,Burnley - Chelsea,7.8393229360874175,2,3,0,Burnley - Chelsea
105,James Tarkowski,Burnley,West Ham - Burnley,4.441688247902201,2,1,1,West Ham - Burnley...
113,James Tarkowski,Burnley,Leicester - Burnley,9.984257716494751,0,2,0,Leicester - Burnle...
129,James Tarkowski,Burnley,Burnley - Newcastle,6.454481582054822,1,1,1,Burnley - Newcastl...
131,James Tarkowski,Burnley,Crystal Palace - Burnley,6.383852944146124,2,2,3,Crystal Palace - B...
144,James Tarkowski,Burnley,Burnley - Liverpool,7.403847410088915,0,0,3,Burnley - Liverpoo...
152,James Tarkowski,Burnley,Burnley - Brighton,9.38619864488235,0,2,3,Burnley - Brighton...
164,James Tarkowski,Burnley,Tottenham - Burnley,8.210859935582942,1,2,3,Tottenham - Burnle...
171,James Tarkowski,Burnley,Arsenal - Burnley,6.657991143720596,1,2,3,Arsenal - Burnley
181,James Tarkowski,Burnley,Burnley - Everton,9.673996478841934,1,2,3,Burnley - Everton
196,James Tarkowski,Burnley,Burnley - West Ham,6.575702523219175,1,1,3,Burnley - West Ham...
205,James Tarkowski,Burnley,Huddersfield - Burnley,7.873436931495512,1,2,0,Huddersfield - Bur...
211,James Tarkowski,Burnley,Burnley - Fulham,7.339766295537626,2,0,1,Burnley - Fulham
226,James Tarkowski,Burnley,Watford - Burnley,5.934277348127122,0,0,0,Watford - Burnley
233,James Tarkowski,Burnley,Man United - Burnley,8.033672113889352,2,3,3,Man United - Burnl...
241,James Tarkowski,Burnley,Burnley - Southampton,6.137012287605018,2,1,0,Burnley - Southamp...
251,James Tarkowski,Burnley,Brighton - Burnley,9.299052357105186,2,2,1,Brighton - Burnley...
264,James Tarkowski,Burnley,Burnley - Tottenham,4.593960660992849,0,2,0,Burnley - Tottenha...
272,James Tarkowski,Burnley,Newcastle - Burnley,8.060250035139031,2,1,3,Newcastle - Burnle...
281,James Tarkowski,Burnley,Burnley - Crystal Palace,8.676808346692507,0,0,0,Burnley - Crystal ...
298,James Tarkowski,Burnley,Liverpool - Burnley,6.989888222998054,0,2,1,Liverpool - Burnle...
300,James Tarkowski,Burnley,Burnley - Leicester,7.5648780956849055,2,1,1,Burnley - Leiceste...
305,James Tarkowski,Burnley,Burnley - Wolves,5.261500760622432,1,2,1,Burnley - Wolves
320,James Tarkowski,Burnley,Bournemouth - Burnley,7.902049155622163,2,2,3,Bournemouth - Burn...
327,James Tarkowski,Burnley,Burnley - Cardiff,6.539363001028514,0,3,1,Burnley - Cardiff
345,James Tarkowski,Burnley,Chelsea - Burnley,4.594961239531146,0,1,2,Chelsea - Burnley
357,James Tarkowski,Burnley,Burnley - Man City,6.589329049825938,2,0,3,Burnley - Man City...
360,James Tarkowski,Burnley,Everton - Burnley,9.799587209652527,2,0,0,Everton - Burnley
371,James Tarkowski,Burnley,Burnley - Arsenal,9.555666320904038,1,2,1,Burnley - Arsenal
2,James Tomkins,Crystal Palace,Fulham - Crystal Palace,7.990184791613362,2,0,1,Fulham - Crystal P...
19,James Tomkins,Crystal Palace,Crystal Palace - Liverpool,4.562987541987722,0,0,1,Crystal Palace - L...
28,James Tomkins,Crystal Palace,Watford - Crystal Palace,9.66274487696763,1,2,2,Watford - Crystal ...
32,James Tomkins,Crystal Palace,Crystal Palace - Southampton,7.047966851836243,1,1,3,Crystal Palace - S...
42,James Tomkins,Crystal Palace,Huddersfield - Crystal Palace,5.267849553567148,0,3,1,Huddersfield - Cry...
53,James Tomkins,Crystal Palace,Crystal Palace - Newcastle,5.360414057111064,0,2,0,Crystal Palace - N...
69,James Tomkins,Crystal Palace,Bournemouth - Crystal Palace,5.873523793116186,1,3,0,Bournemouth - Crys...
72,James Tomkins,Crystal Palace,Crystal Palace - Wolves,7.2788470276855275,1,1,3,Crystal Palace - W...
88,James Tomkins,Crystal Palace,Everton - Crystal Palace,6.509972027178461,0,1,3,Everton - Crystal ...
97,James Tomkins,Crystal Palace,Crystal Palace - Arsenal,9.296558723445045,0,3,3,Crystal Palace - A...
107,James Tomkins,Crystal Palace,Chelsea - Crystal Palace,7.796861741986691,1,1,1,Chelsea - Crystal ...
111,James Tomkins,Crystal Palace,Crystal Palace - Tottenham,6.986387259723824,2,1,3,Crystal Palace - T...
123,James Tomkins,Crystal Palace,Man United - Crystal Palace,6.599865783457381,1,1,3,Man United - Cryst...
131,James Tomkins,Crystal Palace,Crystal Palace - Burnley,6.640850606831933,1,2,0,Crystal Palace - B...
141,James Tomkins,Crystal Palace,Brighton - Crystal Palace,9.568582266659398,2,2,0,Brighton - Crystal...
157,James Tomkins,Crystal Palace,West Ham - Crystal Palace,8.73667141539351,2,1,2,West Ham - Crystal...
160,James Tomkins,Crystal Palace,Crystal Palace - Leicester,6.864340377517995,0,2,3,Crystal Palace - L...
176,James Tomkins,Crystal Palace,Man City - Crystal Palace,9.2990562323358,1,3,2,Man City - Crystal...
182,James Tomkins,Crystal Palace,Crystal Palace - Cardiff,5.282977558691204,0,1,2,Crystal Palace - C...
197,James Tomkins,Crystal Palace,Crystal Palace - Chelsea,8.931426733636322,2,3,2,Crystal Palace - C...
208,James Tomkins,Crystal Palace,Wolves - Crystal Palace,6.505763999282022,2,2,3,Wolves - Crystal P...
214,James Tomkins,Crystal Palace,Crystal Palace - Watford,7.665500400330792,1,3,0,Crystal Palace - W...
222,James Tomkins,Crystal Palace,Liverpool - Crystal Palace,9.97876617272573,2,0,2,Liverpool - Crysta...
238,James Tomkins,Crystal Palace,Southampton - Crystal Palace,6.912092740274258,2,2,0,Southampton - Crys...
244,James Tomkins,Crystal Palace,Crystal Palace - Fulham,5.434203857722673,1,1,0,Crystal Palace - F...
252,James Tomkins,Crystal Palace,Crystal Palace - West Ham,8.63229825364344,0,0,1,Crystal Palace - W...
265,James Tomkins,Crystal Palace,Leicester - Crystal Palace,5.246132742152663,2,0,1,Leicester - Crysta...
275,James Tomkins,Crystal Palace,Crystal Palace - Man United,7.852258303249292,1,0,3,Crystal Palace - M...
281,James Tomkins,Crystal Palace,Burnley - Crystal Palace,5.660551990699868,1,2,2,Burnley - Crystal ...
290,James Tomkins,Crystal Palace,Crystal Palace - Brighton,8.327129752953573,1,1,3,Crystal Palace - B...
306,James Tomkins,Crystal Palace,Crystal Palace - Huddersfield,8.830342059407071,0,0,0,Crystal Palace - H...
318,James Tomkins,Crystal Palace,Tottenham - Crystal Palace,7.589572807743069,2,2,0,Tottenham - Crysta...
322,James Tomkins,Crystal Palace,Newcastle - Crystal Palace,8.672428507337624,1,2,3,Newcastle - Crysta...
332,James Tomkins,Crystal Palace,Crystal Palace - Man City,5.024985652690236,2,3,0,Crystal Palace - M...
342,James Tomkins,Crystal Palace,Arsenal - Crystal Palace,6.028954819998162,2,0,0,Arsenal - Crystal ...
352,James Tomkins,Crystal Palace,Crystal Palace - Everton,9.461527164574676,0,0,2,Crystal Palace - E...
362,James Tomkins,Crystal Palace,Cardiff - Crystal Palace,5.170553950326102,2,2,3,Cardiff - Crystal ...
372,James Tomkins,Crystal Palace,Crystal Palace - Bournemouth,5.552809975357295,1,2,2,Crystal Palace - B...
9,James Ward-Prowse,Southampton,Southampton - Burnley,4.14392299974554,1,1,3,Southampton - Burn...
12,James Ward-Prowse,Southampton,Everton - Southampton,5.886875919511097,2,0,2,Everton - Southamp...
24,James Ward-Prowse,Southampton,Southampton - Leicester,9.812186131934391,1,3,3,Southampton - Leic...
32,James Ward-Prowse,Southampton,Crystal Palace - Southampton,8.357809908187972,1,1,0,Crystal Palace - S...
49,James Ward-Prowse,Southampton,Southampton - Brighton,9.814651865463196,1,3,1,Southampton - Brig...
56,James Ward-Prowse,Southampton,Liverpool - Southampton,5.421050377681125,0,2,2,Liverpool - Southa...
67,James Ward-Prowse,Southampton,Wolves - Southampton,9.240506822323095,1,3,0,Wolves - Southampt...
79,James Ward-Prowse,Southampton,Southampton - Chelsea,4.939784732144389,2,3,3,Southampton - Chel...
80,James Ward-Prowse,Southampton,Bournemouth - Southampton,7.531701229529781,1,1,1,Bournemouth - Sout...
94,James Ward-Prowse,Southampton,Southampton - Newcastle,6.3637117418641065,2,0,3,Southampton - Newc...
108,James Ward-Prowse,Southampton,Man City - Southampton,8.423149207961899,2,0,0,Man City - Southam...
115,James Ward-Prowse,Southampton,Southampton - Watford,9.18892251764333,2,0,2,Southampton - Watf...
122,James Ward-Prowse,Southampton,Fulham - Southampton,5.756682028562522,2,1,2,Fulham - Southampt...
136,James Ward-Prowse,Southampton,Southampton - Man United,4.153563628124062,0,3,2,Southampton - Man ...
148,James Ward-Prowse,Southampton,Tottenham - Southampton,7.010046237486104,1,0,3,Tottenham - Southa...
153,James Ward-Prowse,Southampton,Cardiff - Southampton,9.473931805276465,1,0,1,Cardiff - Southamp...
169,James Ward-Prowse,Southampton,Southampton - Arsenal,8.047705111703024,2,1,0,Southampton - Arse...
175,James Ward-Prowse,Southampton,Huddersfield - Southampton,5.211291132417402,0,1,0,Huddersfield - Sou...
189,James Ward-Prowse,Southampton,Southampton - West Ham,6.242692957571348,0,3,0,Southampton - West...
199,James Ward-Prowse,Southampton,Southampton - Man City,5.28581570678176,1,2,2,Southampton - Man ...
204,James Ward-Prowse,Southampton,Chelsea - Southampton,8.247489627773792,0,3,2,Chelsea - Southamp...
215,James Ward-Prowse,Southampton,Leicester - Southampton,6.855964284155045,0,2,1,Leicester - Southa...
225,James Ward-Prowse,Southampton,Southampton - Everton,4.896986813045509,0,3,3,Southampton - Ever...
238,James Ward-Prowse,Southampton,Southampton - Crystal Palace,9.68739650112515,1,1,0,Southampton - Crys...
241,James Ward-Prowse,Southampton,Burnley - Southampton,4.095191698610715,2,0,2,Burnley - Southamp...
256,James Ward-Prowse,Southampton,Southampton - Cardiff,9.378684571838765,0,0,3,Southampton - Card...
267,James Ward-Prowse,Southampton,Arsenal - Southampton,5.756667673039868,0,2,1,Arsenal - Southamp...
278,James Ward-Prowse,Southampton,Southampton - Fulham,8.163614448089414,2,2,3,Southampton - Fulh...
282,James Ward-Prowse,Southampton,Man United - Southampton,5.503594924457369,0,1,3,Man United - South...
295,James Ward-Prowse,Southampton,Southampton - Tottenham,4.299875708230831,0,3,0,Southampton - Tott...
304,James Ward-Prowse,Southampton,Brighton - Southampton,9.689543517038905,2,1,3,Brighton - Southam...
319,James Ward-Prowse,Southampton,Southampton - Liverpool,5.405681644014542,0,3,0,Southampton - Live...
330,James Ward-Prowse,Southampton,Southampton - Wolves,6.183073237203377,2,1,0,Southampton - Wolv...
339,James Ward-Prowse,Southampton,Newcastle - Southampton,7.784906228312911,0,0,2,Newcastle - Southa...
347,James Ward-Prowse,Southampton,Watford - Southampton,5.376982773079398,2,1,2,Watford - Southamp...
354,James Ward-Prowse,Southampton,Southampton - Bournemouth,5.824711349167984,2,3,0,Southampton - Bour...
364,James Ward-Prowse,Southampton,West Ham - Southampton,9.012131124948034,0,0,3,West Ham - Southam...
377,James Ward-Prowse,Southampton,Southampton - Huddersfield,7.137945384827706,2,1,3,Southampton - Hudd...
4,Jamie Sterry,Newcastle,Newcastle - Tottenham,8.49879835295929,0,3,1,Newcastle - Totten...
10,Jamie Sterry,Newcastle,Cardiff - Newcastle,9.583056873131564,1,3,3,Cardiff - Newcastl...
27,Jamie Sterry,Newcastle,Newcastle - Chelsea,8.767322247781983,2,2,3,Newcastle - Chelse...
35,Jamie Sterry,Newcastle,Man City - Newcastle,4.389629671616895,0,3,2,Man City - Newcast...
44,Jamie Sterry,Newcastle,Newcastle - Arsenal,4.208737486222396,0,0,0,Newcastle - Arsena...
53,Jamie Sterry,Newcastle,Crystal Palace - Newcastle,6.497699673453363,2,0,2,Crystal Palace - N...
65,Jamie Sterry,Newcastle,Newcastle - Leicester,8.326602106404135,0,3,2,Newcastle - Leices...
74,Jamie Sterry,Newcastle,Man United - Newcastle,4.482732632931448,2,0,2,Man United - Newca...
85,Jamie Sterry,Newcastle,Newcastle - Brighton,4.339499245925899,0,2,3,Newcastle - Bright...
94,Jamie Sterry,Newcastle,Southampton - Newcastle,7.147535115517886,0,1,1,Southampton - Newc...
104,Jamie Sterry,Newcastle,Newcastle - Watford,7.991284040183837,0,0,1,Newcastle - Watfor...
114,Jamie Sterry,Newcastle,Newcastle - Bournemouth,7.0145372054714015,0,2,3,Newcastle - Bourne...
129,Jamie Sterry,Newcastle,Burnley - Newcastle,5.8559363295336055,1,2,3,Burnley - Newcastl...
135,Jamie Sterry,Newcastle,Newcastle - West Ham,4.726122332834755,2,2,1,Newcastle - West H...
145,Jamie Sterry,Newcastle,Everton - Newcastle,7.8797341613105045,2,3,1,Everton - Newcastl...
158,Jamie Sterry,Newcastle,Newcastle - Wolves,7.730106539287213,1,3,0,Newcastle - Wolves...
162,Jamie Sterry,Newcastle,Huddersfield - Newcastle,4.798038808228869,1,0,3,Huddersfield - New...
177,Jamie Sterry,Newcastle,Newcastle - Fulham,4.241256298737388,2,3,3,Newcastle - Fulham...
185,Jamie Sterry,Newcastle,Liverpool - Newcastle,6.986299911237301,1,3,3,Liverpool - Newcas...
195,Jamie Sterry,Newcastle,Watford - Newcastle,5.368517255397198,1,1,2,Watford - Newcastl...
206,Jamie Sterry,Newcastle,Newcastle - Man United,5.264966625208173,1,2,3,Newcastle - Man Un...
213,Jamie Sterry,Newcastle,Chelsea - Newcastle,6.20584937140326,0,1,3,Chelsea - Newcastl...
224,Jamie Sterry,Newcastle,Newcastle - Cardiff,5.247384770705102,0,2,2,Newcastle - Cardif...
234,Jamie Sterry,Newcastle,Newcastle - Man City,7.357429220653426,0,0,0,Newcastle - Man Ci...
246,Jamie Sterry,Newcastle,Tottenham - Newcastle,6.467038488761031,1,2,2,Tottenham - Newcas...
260,Jamie Sterry,Newcastle,Wolves - Newcastle,5.557385942378989,0,2,1,Wolves - Newcastle...
266,Jamie Sterry,Newcastle,Newcastle - Huddersfield,8.507890524262859,1,1,0,Newcastle - Hudder...
272,Jamie Sterry,Newcastle,Newcastle - Burnley,4.940193058804477,0,3,1,Newcastle - Burnle...
284,Jamie Sterry,Newcastle,West Ham - Newcastle,6.5611369731796145,2,1,0,West Ham - Newcast...
294,Jamie Sterry,Newcastle,Newcastle - Everton,4.429320166933476,2,3,2,Newcastle - Everto...
299,Jamie Sterry,Newcastle,Bournemouth - Newcastle,9.321812084833155,2,1,2,Bournemouth - Newc...
313,Jamie Sterry,Newcastle,Arsenal - Newcastle,6.45963374876397,0,0,0,Arsenal - Newcastl...
322,Jamie Sterry,Newcastle,Newcastle - Crystal Palace,8.62068275977604,2,3,0,Newcastle - Crysta...
325,Jamie Sterry,Newcastle,Leicester - Newcastle,7.212930132226212,0,1,2,Leicester - Newcas...
339,Jamie Sterry,Newcastle,Newcastle - Southampton,5.943748448779384,0,1,3,Newcastle - Southa...
351,Jamie Sterry,Newcastle,Brighton - Newcastle,4.673847195890426,2,0,3,Brighton - Newcast...
363,Jamie Sterry,Newcastle,Newcastle - Liverpool,8.600997505775734,1,3,2,Newcastle - Liverp...
373,Jamie Sterry,Newcastle,Fulham - Newcastle,6.289576229721763,1,1,0,Fulham - Newcastle...
0,Jamie Vardy,Leicester,Man United - Leicester,6.709007045905556,0,3,1,Man United - Leice...
13,Jamie Vardy,Leicester,Leicester - Wolves,5.370025361054539,0,1,2,Leicester - Wolves...
24,Jamie Vardy,Leicester,Southampton - Leicester,6.643553916145153,2,1,2,Southampton - Leic...
34,Jamie Vardy,Leicester,Leicester - Liverpool,4.115565485860568,1,0,2,Leicester - Liverp...
40,Jamie Vardy,Leicester,Bournemouth - Leicester,4.662596898997464,1,1,0,Bournemouth - Leic...
55,Jamie Vardy,Leicester,Leicester - Huddersfield,5.5131325625883925,0,1,0,Leicester - Hudder...
65,Jamie Vardy,Leicester,Newcastle - Leicester,5.965503733050516,2,0,0,Newcastle - Leices...
73,Jamie Vardy,Leicester,Leicester - Everton,7.9907015145350355,2,3,2,Leicester - Everto...
89,Jamie Vardy,Leicester,Arsenal - Leicester,9.745668269610272,0,2,2,Arsenal - Leiceste...
92,Jamie Vardy,Leicester,Leicester - West Ham,4.1281259269075985,0,2,1,Leicester - West H...
102,Jamie Vardy,Leicester,Cardiff - Leicester,7.826538653107234,1,1,2,Cardiff - Leiceste...
113,Jamie Vardy,Leicester,Leicester - Burnley,5.60885632003776,2,3,0,Leicester - Burnle...
120,Jamie Vardy,Leicester,Brighton - Leicester,5.356747479931476,1,2,1,Brighton - Leicest...
133,Jamie Vardy,Leicester,Leicester - Watford,9.130407572809764,1,1,3,Leicester - Watfor...
146,Jamie Vardy,Leicester,Fulham - Leicester,8.84794070584439,2,3,2,Fulham - Leicester...
155,Jamie Vardy,Leicester,Leicester - Tottenham,9.915750955938453,0,3,1,Leicester - Totten...
160,Jamie Vardy,Leicester,Crystal Palace - Leicester,6.045593186070198,0,2,3,Crystal Palace - L...
174,Jamie Vardy,Leicester,Chelsea - Leicester,5.643663660823103,2,0,0,Chelsea - Leiceste...
184,Jamie Vardy,Leicester,Leicester - Man City,5.2976782313361745,0,1,3,Leicester - Man Ci...
192,Jamie Vardy,Leicester,Leicester - Cardiff,5.931306051554854,0,1,3,Leicester - Cardif...
202,Jamie Vardy,Leicester,Everton - Leicester,8.593531199584028,1,1,0,Everton - Leiceste...
215,Jamie Vardy,Leicester,Leicester - Southampton,7.924023237677675,0,3,2,Leicester - Southa...
227,Jamie Vardy,Leicester,Wolves - Leicester,5.848747945388137,0,2,2,Wolves - Leicester...
237,Jamie Vardy,Leicester,Liverpool - Leicester,4.653707137544843,2,3,0,Liverpool - Leices...
247,Jamie Vardy,Leicester,Leicester - Man United,8.587244174090134,2,3,3,Leicester - Man Un...
259,Jamie Vardy,Leicester,Tottenham - Leicester,8.700070166703549,2,0,0,Tottenham - Leices...
265,Jamie Vardy,Leicester,Leicester - Crystal Palace,7.2418662579903685,0,3,2,Leicester - Crysta...
271,Jamie Vardy,Leicester,Leicester - Brighton,9.704839823286925,0,3,0,Leicester - Bright...
288,Jamie Vardy,Leicester,Watford - Leicester,9.919585822102757,2,0,0,Watford - Leiceste...
292,Jamie Vardy,Leicester,Leicester - Fulham,5.4180641947275365,1,0,3,Leicester - Fulham...
300,Jamie Vardy,Leicester,Burnley - Leicester,7.021273992818939,1,1,0,Burnley - Leiceste...
308,Jamie Vardy,Leicester,Leicester - Bournemouth,8.321787629594688,0,3,1,Leicester - Bourne...
321,Jamie Vardy,Leicester,Huddersfield - Leicester,5.74059470863366,1,1,1,Huddersfield - Lei...
325,Jamie Vardy,Leicester,Leicester - Newcastle,8.1048676932164,2,1,0,Leicester - Newcas...
340,Jamie Vardy,Leicester,West Ham - Leicester,5.357076866604659,1,0,0,West Ham - Leicest...
358,Jamie Vardy,Leicester,Leicester - Arsenal,9.283846511706184,2,0,0,Leicester - Arsena...
369,Jamie Vardy,Leicester,Man City - Leicester,7.370188924076322,1,0,1,Man City - Leicest...
374,Jamie Vardy,Leicester,Leicester - Chelsea,9.71735433916957,2,2,1,Leicester - Chelse...
9,Jan Bednarek,Southampton,Southampton - Burnley,8.24023093827752,0,3,3,Southampton - Burn...
12,Jan Bednarek,Southampton,Everton - Southampton,5.635744568417621,0,2,0,Everton - Southamp...
24,Jan Bednarek,Southampton,Southampton - Leicester,4.30749369201552,0,0,1,Southampton - Leic...
32,Jan Bednarek,Southampton,Crystal Palace - Southampton,4.409871730760405,2,1,1,Crystal Palace - S...
49,Jan Bednarek,Southampton,Southampton - Brighton,6.422992672781158,1,1,0,Southampton - Brig...
56,Jan Bednarek,Southampton,Liverpool - Southampton,4.877102873511687,2,2,0,Liverpool - Southa...
67,Jan Bednarek,Southampton,Wolves - Southampton,5.905494247771728,1,2,3,Wolves - Southampt...
79,Jan Bednarek,Southampton,Southampton - Chelsea,8.521652525230751,0,1,3,Southampton - Chel...
80,Jan Bednarek,Southampton,Bournemouth - Southampton,4.5549997352867235,1,3,1,Bournemouth - Sout...
94,Jan Bednarek,Southampton,Southampton - Newcastle,9.37973984064233,2,3,0,Southampton - Newc...
108,Jan Bednarek,Southampton,Man City - Southampton,9.498673940994504,1,0,2,Man City - Southam...
115,Jan Bednarek,Southampton,Southampton - Watford,4.182852193394275,0,3,1,Southampton - Watf...
122,Jan Bednarek,Southampton,Fulham - Southampton,9.49775621466547,2,2,3,Fulham - Southampt...
136,Jan Bednarek,Southampton,Southampton - Man United,5.038264985995418,2,0,2,Southampton - Man ...
148,Jan Bednarek,Southampton,Tottenham - Southampton,9.702472843807916,1,1,0,Tottenham - Southa...
153,Jan Bednarek,Southampton,Cardiff - Southampton,5.693542597803101,2,1,2,Cardiff - Southamp...
169,Jan Bednarek,Southampton,Southampton - Arsenal,5.404745396870141,2,0,2,Southampton - Arse...
175,Jan Bednarek,Southampton,Huddersfield - Southampton,6.642830625929852,2,1,1,Huddersfield - Sou...
189,Jan Bednarek,Southampton,Southampton - West Ham,4.865191735985849,1,1,3,Southampton - West...
199,Jan Bednarek,Southampton,Southampton - Man City,9.797402364045537,1,3,2,Southampton - Man ...
204,Jan Bednarek,Southampton,Chelsea - Southampton,8.638587593094936,2,1,1,Chelsea - Southamp...
215,Jan Bednarek,Southampton,Leicester - Southampton,9.6246742794966,2,0,1,Leicester - Southa...
225,Jan Bednarek,Southampton,Southampton - Everton,6.585468012849572,0,2,2,Southampton - Ever...
238,Jan Bednarek,Southampton,Southampton - Crystal Palace,5.721848946544371,2,0,1,Southampton - Crys...
241,Jan Bednarek,Southampton,Burnley - Southampton,5.3601740934094435,1,2,0,Burnley - Southamp...
256,Jan Bednarek,Southampton,Southampton - Cardiff,6.29102042132318,2,3,1,Southampton - Card...
267,Jan Bednarek,Southampton,Arsenal - Southampton,5.780044800894525,2,0,0,Arsenal - Southamp...
278,Jan Bednarek,Southampton,Southampton - Fulham,4.234014061061334,0,3,2,Southampton - Fulh...
282,Jan Bednarek,Southampton,Man United - Southampton,7.400108112856906,2,2,3,Man United - South...
295,Jan Bednarek,Southampton,Southampton - Tottenham,6.656505903713336,2,1,0,Southampton - Tott...
304,Jan Bednarek,Southampton,Brighton - Southampton,5.402312391471959,0,3,0,Brighton - Southam...
319,Jan Bednarek,Southampton,Southampton - Liverpool,6.214858289442017,1,0,3,Southampton - Live...
330,Jan Bednarek,Southampton,Southampton - Wolves,8.34186396522705,2,3,1,Southampton - Wolv...
339,Jan Bednarek,Southampton,Newcastle - Southampton,6.945811484600911,2,0,0,Newcastle - Southa...
347,Jan Bednarek,Southampton,Watford - Southampton,7.845503060008159,1,0,0,Watford - Southamp...
354,Jan Bednarek,Southampton,Southampton - Bournemouth,4.79203612835133,0,3,2,Southampton - Bour...
364,Jan Bednarek,Southampton,West Ham - Southampton,9.634835861120322,0,3,0,West Ham - Southam...
377,Jan Bednarek,Southampton,Southampton - Huddersfield,6.270187367257014,0,3,0,Southampton - Hudd...
4,Jan Vertonghen,Tottenham,Newcastle - Tottenham,9.027367247514803,0,0,1,Newcastle - Totten...
14,Jan Vertonghen,Tottenham,Tottenham - Fulham,7.596795187247548,1,1,3,Tottenham - Fulham...
29,Jan Vertonghen,Tottenham,Man United - Tottenham,6.183160662897045,1,1,1,Man United - Totte...
39,Jan Vertonghen,Tottenham,Watford - Tottenham,7.54582822381807,0,0,2,Watford - Tottenha...
45,Jan Vertonghen,Tottenham,Tottenham - Liverpool,9.57947452750483,0,3,3,Tottenham - Liverp...
50,Jan Vertonghen,Tottenham,Brighton - Tottenham,9.409104628765386,2,2,3,Brighton - Tottenh...
63,Jan Vertonghen,Tottenham,Huddersfield - Tottenham,5.034659547843127,0,0,1,Huddersfield - Tot...
75,Jan Vertonghen,Tottenham,Tottenham - Cardiff,4.801099534172222,1,0,0,Tottenham - Cardif...
86,Jan Vertonghen,Tottenham,West Ham - Tottenham,4.408940137001665,0,1,2,West Ham - Tottenh...
99,Jan Vertonghen,Tottenham,Tottenham - Man City,8.672016274258569,2,2,0,Tottenham - Man Ci...
106,Jan Vertonghen,Tottenham,Wolves - Tottenham,9.729103258957498,2,3,2,Wolves - Tottenham...
111,Jan Vertonghen,Tottenham,Crystal Palace - Tottenham,6.882026841168588,0,2,0,Crystal Palace - T...
